source_id,image_use_id,fileId_short,x,y,width,height,candidate_region,candidate_region_name,candidate_subregion,decision,decision_is_final,must_recheck_before_region_close,reason,nearest_labels_for_search_only
S-001,IU-001,86922be1d4,22607.488,1082.042,948,215,CTXDB01,DatabaseFacade methods / connectivity / ensure-created-deleted / migrations,CTXDB01A,candidate-for-CTXDB01-transcript,no-boundary-review-only,yes,"DatabaseFacade-style methods: CanConnect, EnsureCreated/Deleted, migrations, Migrate, GetPending/GetApplied migrations, HasPendingModelChanges.",L-001: canconnect usage | L-002: canconnect | L-007: ensurecreated | L-012: database methods | L-008: ensuredeleted | L-014: migrations | L-015: migrate() | L-025: getpendingmig/getappliedmigr/getmigr
S-097,IU-097,51d31e7291,18554.645,8362.064,965,297,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-078: GETDBTRANSACTION | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS | L-071: HELPFUL | L-067: WHY GETDBTRANSACTION IS | L-033: IDbContextTransaction
S-098,IU-098,6b7b85cf15,4533.108,8532.054,874,482,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-080: inside long transaction, early | L-081: savechanges may acquire locks | L-083: and hold them until the end | L-068: query for each savechangs | L-094: ChangeTracker.Clear | L-096: cler/disposable | L-097: better patterns | L-062: changes"
S-099,IU-099,4165daffb9,15349.206,8534.83,874,482,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.","L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-073: DO WE NEED TO CAST? | L-072: PROVIDER SPEC TRANSACTION, | L-069: DB TRANSACTION | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-071: HELPFUL"
S-100,IU-100,b157b21508,25209.61,8594.131,953,303,CTXDB06,DbConnection / open connection / SetDbConnection / command timeout / provider helpers,CTXDB06A,candidate-for-CTXDB06-transcript,no-boundary-review-only,yes,"GetDbConnection, OpenConnection, EF-managed connection, Get/SetConnectionString, SetDbConnection, context ownership of connection disposal, command timeout, EnlistTransaction, provider checks, GenerateCreateScript.",L-065: with connecttion managed by ef | L-064: usage without openconnection | L-082: openconnection | L-066: getdbconnection | L-113: can control whether context owns the disposal of the | L-115: connection | L-104: get/set connectionstring | L-053: ensure created/deleted
S-101,IU-101,146aec379d,22800.3,8612.315,906,391,CTXDB06,DbConnection / open connection / SetDbConnection / command timeout / provider helpers,CTXDB06A,candidate-for-CTXDB06-transcript,no-boundary-review-only,yes,"GetDbConnection, OpenConnection, EF-managed connection, Get/SetConnectionString, SetDbConnection, context ownership of connection disposal, command timeout, EnlistTransaction, provider checks, GenerateCreateScript.",L-082: openconnection | L-066: getdbconnection | L-104: get/set connectionstring | L-065: with connecttion managed by ef | L-053: ensure created/deleted | L-064: usage without openconnection | L-035: haspendingmodelchanges | L-112: setdbconnection
S-102,IU-102,9bed71cc5e,16616.116,8663.719,959,292,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS | L-071: HELPFUL | L-067: WHY GETDBTRANSACTION IS | L-078: GETDBTRANSACTION | L-084: WHAT DO WE GET FROM GETDBTRANSACTION
S-103,IU-103,5ffee31a20,9098.468,8732.411,838,482,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-085: 3 flush/send query before | L-088: another phase | L-089: what is flush | L-092: of savechanges | L-060: 2 large import in chunks | L-101: 4 dont want to rollback | L-105: everything,savepoints | L-087: one savech, at least one"
S-104,IU-104,6a4b0521e9,23964.019,8790.665,869,482,CTXDB06,DbConnection / open connection / SetDbConnection / command timeout / provider helpers,CTXDB06A,candidate-for-CTXDB06-transcript,no-boundary-review-only,yes,"GetDbConnection, OpenConnection, EF-managed connection, Get/SetConnectionString, SetDbConnection, context ownership of connection disposal, command timeout, EnlistTransaction, provider checks, GenerateCreateScript.",L-065: with connecttion managed by ef | L-064: usage without openconnection | L-082: openconnection | L-066: getdbconnection | L-104: get/set connectionstring | L-113: can control whether context owns the disposal of the | L-115: connection | L-053: ensure created/deleted
S-105,IU-105,02d4df4fbd,18560.304,8835.966,1033,328,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-078: GETDBTRANSACTION | L-107: why to use one connection | L-111: for multiple operations | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS | L-071: HELPFUL
S-106,IU-106,f049355306,25219.276,8896.369,827,369,CTXDB06,DbConnection / open connection / SetDbConnection / command timeout / provider helpers,CTXDB06A,candidate-for-CTXDB06-transcript,no-boundary-review-only,yes,"GetDbConnection, OpenConnection, EF-managed connection, Get/SetConnectionString, SetDbConnection, context ownership of connection disposal, command timeout, EnlistTransaction, provider checks, GenerateCreateScript.",L-065: with connecttion managed by ef | L-064: usage without openconnection | L-113: can control whether context owns the disposal of the | L-115: connection | L-082: openconnection | L-066: getdbconnection | L-104: get/set connectionstring | L-053: ensure created/deleted
S-107,IU-107,6e23c56102,6862.797,8932.714,787,163,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-079: release memory sooner | L-070: specific chunk failure recovery | L-100: avoid extra cpu cost from | L-063: set up better batches | L-103: from clearing too | L-102: tracking after memory release | L-061: performance | L-057: performance exact reasons
S-108,IU-108,c82aaf7ffd,16640.447,8968.562,801,482,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS | L-071: HELPFUL | L-067: WHY GETDBTRANSACTION IS | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-078: GETDBTRANSACTION
S-109,IU-109,35d2585801,6862.779,9112.963,769,482,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-079: release memory sooner | L-100: avoid extra cpu cost from | L-103: from clearing too | L-102: tracking after memory release | L-070: specific chunk failure recovery | L-063: set up better batches | L-083: and hold them until the end | L-081: savechanges may acquire locks
S-110,IU-110,ffd943be33,22760.981,9173.178,941,302,CTXDB06,DbConnection / open connection / SetDbConnection / command timeout / provider helpers,CTXDB06A,candidate-for-CTXDB06-transcript,no-boundary-review-only,yes,"GetDbConnection, OpenConnection, EF-managed connection, Get/SetConnectionString, SetDbConnection, context ownership of connection disposal, command timeout, EnlistTransaction, provider checks, GenerateCreateScript.",L-082: openconnection | L-104: get/set connectionstring | L-066: getdbconnection | L-112: setdbconnection | L-065: with connecttion managed by ef | L-113: can control whether context owns the disposal of the | L-064: usage without openconnection | L-115: connection
S-111,IU-111,10ba086a34,5600.175,9186.201,982,369,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-083: and hold them until the end | L-081: savechanges may acquire locks | L-094: ChangeTracker.Clear | L-080: inside long transaction, early | L-097: better patterns | L-079: release memory sooner | L-100: avoid extra cpu cost from | L-102: tracking after memory release"
S-112,IU-112,cc80b1375b,15397.035,9251.77,910,482,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.","L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-073: DO WE NEED TO CAST? | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-072: PROVIDER SPEC TRANSACTION, | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-069: DB TRANSACTION | L-074: EF CORE + ADO.NET COMMANDS"
S-113,IU-113,6c59a8dfba,25162.824,9267.917,978,304,CTXDB06,DbConnection / open connection / SetDbConnection / command timeout / provider helpers,CTXDB06A,candidate-for-CTXDB06-transcript,no-boundary-review-only,yes,"GetDbConnection, OpenConnection, EF-managed connection, Get/SetConnectionString, SetDbConnection, context ownership of connection disposal, command timeout, EnlistTransaction, provider checks, GenerateCreateScript.",L-065: with connecttion managed by ef | L-064: usage without openconnection | L-113: can control whether context owns the disposal of the | L-115: connection | L-082: openconnection | L-066: getdbconnection | L-104: get/set connectionstring | L-112: setdbconnection
S-114,IU-114,333fb735a6,23935.943,9309.084,987,235,CTXDB06,DbConnection / open connection / SetDbConnection / command timeout / provider helpers,CTXDB06A,candidate-for-CTXDB06-transcript,no-boundary-review-only,yes,"GetDbConnection, OpenConnection, EF-managed connection, Get/SetConnectionString, SetDbConnection, context ownership of connection disposal, command timeout, EnlistTransaction, provider checks, GenerateCreateScript.",L-065: with connecttion managed by ef | L-064: usage without openconnection | L-082: openconnection | L-113: can control whether context owns the disposal of the | L-115: connection | L-104: get/set connectionstring | L-066: getdbconnection | L-112: setdbconnection
S-115,IU-115,06c7a0e20a,16637.237,9462.794,701,209,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS | L-071: HELPFUL | L-067: WHY GETDBTRANSACTION IS | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-078: GETDBTRANSACTION
S-116,IU-116,3f576096f7,22755.224,9486.118,921,384,CTXDB06,DbConnection / open connection / SetDbConnection / command timeout / provider helpers,CTXDB06A,candidate-for-CTXDB06-transcript,no-boundary-review-only,yes,"GetDbConnection, OpenConnection, EF-managed connection, Get/SetConnectionString, SetDbConnection, context ownership of connection disposal, command timeout, EnlistTransaction, provider checks, GenerateCreateScript.",L-082: openconnection | L-104: get/set connectionstring | L-066: getdbconnection | L-112: setdbconnection | L-113: can control whether context owns the disposal of the | L-116: (with dbcontextoptoins and | L-115: connection | L-117: manual creation of context)
S-117,IU-117,750c1efee9,9116.904,9523.522,734,482,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-088: another phase | L-085: 3 flush/send query before | L-101: 4 dont want to rollback | L-105: everything,savepoints | L-092: of savechanges | L-089: what is flush | L-114: why disable auto savepoints | L-091: query"
S-118,IU-118,47acb56970,10182.284,9611.172,950,482,CTXDB04,SaveChanges transaction lifecycle / flush / rollback scope,CTXDB04A,candidate-for-CTXDB04-transcript,no-boundary-review-only,yes,"Where transaction lives around SaveChanges, rollback after DB write, flush/send query before next phase, query visibility inside transaction.","L-092: of savechanges | L-089: what is flush | L-091: query | L-087: one savech, at least one | L-101: 4 dont want to rollback | L-088: another phase | L-105: everything,savepoints | L-085: 3 flush/send query before"
S-119,IU-119,590cae38cb,6835.795,9611.196,888,136,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-100: avoid extra cpu cost from | L-103: from clearing too | L-102: tracking after memory release | L-079: release memory sooner | L-070: specific chunk failure recovery | L-088: another phase | L-085: 3 flush/send query before | L-094: ChangeTracker.Clear
S-120,IU-120,d06a83a760,11264.551,9640.273,965,429,CTXDB04,SaveChanges transaction lifecycle / flush / rollback scope,CTXDB04A,candidate-for-CTXDB04-transcript,no-boundary-review-only,yes,"Where transaction lives around SaveChanges, rollback after DB write, flush/send query before next phase, query visibility inside transaction.","L-091: query | L-087: one savech, at least one | L-090: lives,rollback after write to db | L-086: where transaction | L-092: of savechanges | L-089: what is flush | L-055: bulk | L-101: 4 dont want to rollback"
S-121,IU-121,a392d44b53,13511.009,9641.394,769,482,CTXDB04,SaveChanges transaction lifecycle / flush / rollback scope,CTXDB04B,candidate-for-CTXDB04-transcript,no-boundary-review-only,yes,"Where transaction lives around SaveChanges, rollback after DB write, flush/send query before next phase, query visibility inside transaction.","L-090: lives,rollback after write to db | L-086: where transaction | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-073: DO WE NEED TO CAST? | L-072: PROVIDER SPEC TRANSACTION, | L-069: DB TRANSACTION | L-091: query | L-087: one savech, at least one"
S-122,IU-122,d89c0f6504,12348.031,9666.506,852,482,CTXDB04,SaveChanges transaction lifecycle / flush / rollback scope,CTXDB04A,candidate-for-CTXDB04-transcript,no-boundary-review-only,yes,"Where transaction lives around SaveChanges, rollback after DB write, flush/send query before next phase, query visibility inside transaction.","L-090: lives,rollback after write to db | L-086: where transaction | L-091: query | L-087: one savech, at least one | L-092: of savechanges | L-089: what is flush | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-073: DO WE NEED TO CAST?"
S-123,IU-123,aa6e04d7c1,16622.874,9690.31,897,457,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-071: HELPFUL | L-067: WHY GETDBTRANSACTION IS | L-078: GETDBTRANSACTION
S-124,IU-124,e39801aa4d,15400.306,9752.611,740,331,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.","L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-073: DO WE NEED TO CAST? | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-072: PROVIDER SPEC TRANSACTION, | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-069: DB TRANSACTION | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS"
S-125,IU-125,c219f0d313,6844.436,9814.875,942,283,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-103: from clearing too | L-100: avoid extra cpu cost from | L-102: tracking after memory release | L-079: release memory sooner | L-101: 4 dont want to rollback | L-105: everything,savepoints | L-088: another phase | L-085: 3 flush/send query before"
S-126,IU-126,1b3829f041,22734.224,9880.087,883,350,CTXDB06,DbConnection / open connection / SetDbConnection / command timeout / provider helpers,CTXDB06A,candidate-for-CTXDB06-transcript,no-boundary-review-only,yes,"GetDbConnection, OpenConnection, EF-managed connection, Get/SetConnectionString, SetDbConnection, context ownership of connection disposal, command timeout, EnlistTransaction, provider checks, GenerateCreateScript.",L-104: get/set connectionstring | L-082: openconnection | L-112: setdbconnection | L-116: (with dbcontextoptoins and | L-113: can control whether context owns the disposal of the | L-115: connection | L-117: manual creation of context) | L-066: getdbconnection
S-127,IU-127,a1d88932a4,5412.005,9900.705,925,111,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-097: better patterns | L-094: ChangeTracker.Clear | L-083: and hold them until the end | L-106: separate context for bulk | L-100: avoid extra cpu cost from | L-102: tracking after memory release | L-081: savechanges may acquire locks | L-109: work pattern
S-128,IU-128,37bdbb7312,4413.968,9937.528,931,275,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-099: short lived dbcontexts | L-096: cler/disposable | L-097: better patterns | L-094: ChangeTracker.Clear | L-106: separate context for bulk | L-109: work pattern | L-108: short lived context | L-110: pattern
S-129,IU-129,4377c5609b,3232.207,9949.163,956,327,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-098: better maintainability,reasoning | L-095: traidoff, | L-099: short lived dbcontexts | L-096: cler/disposable | L-093: short lived dbcontext | L-108: short lived context | L-110: pattern | L-106: separate context for bulk"
S-130,IU-130,3caa7c5c52,5402.466,10027.43,818,482,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.",L-097: better patterns | L-106: separate context for bulk | L-094: ChangeTracker.Clear | L-109: work pattern | L-102: tracking after memory release | L-100: avoid extra cpu cost from | L-103: from clearing too | L-083: and hold them until the end
S-131,IU-131,77946d5e24,9079.055,10034.845,940,113,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-101: 4 dont want to rollback | L-105: everything,savepoints | L-088: another phase | L-092: of savechanges | L-085: 3 flush/send query before | L-089: what is flush | L-114: why disable auto savepoints | L-091: query"
S-132,IU-132,88eb4730a5,11263.485,10108.283,890,482,CTXDB04,SaveChanges transaction lifecycle / flush / rollback scope,CTXDB04A,candidate-for-CTXDB04-transcript,no-boundary-review-only,yes,"Where transaction lives around SaveChanges, rollback after DB write, flush/send query before next phase, query visibility inside transaction.","L-091: query | L-087: one savech, at least one | L-090: lives,rollback after write to db | L-086: where transaction | L-092: of savechanges | L-089: what is flush | L-105: everything,savepoints | L-101: 4 dont want to rollback"
S-133,IU-133,4951060a03,15401.009,10126.037,1026,396,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-118: usetransaction | L-119: getdbtransaction | L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-075: USETRANSACTION | L-073: DO WE NEED TO CAST? | L-120: same conection
S-134,IU-134,60f8848931,12333.995,10154.622,953,361,CTXDB04,SaveChanges transaction lifecycle / flush / rollback scope,CTXDB04A,candidate-for-CTXDB04-transcript,no-boundary-review-only,yes,"Where transaction lives around SaveChanges, rollback after DB write, flush/send query before next phase, query visibility inside transaction.","L-090: lives,rollback after write to db | L-086: where transaction | L-091: query | L-087: one savech, at least one | L-092: of savechanges | L-089: what is flush | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-073: DO WE NEED TO CAST?"
S-135,IU-135,339392b7c2,16612.04,10154.749,812,476,CTXDB05,IDbContextTransaction / GetDbTransaction / UseTransaction / ADO.NET / shared local transaction,CTXDB05A,candidate-for-CTXDB05-transcript,no-boundary-review-only,yes,"Transaction object, IDbContextTransaction, GetDbTransaction, provider-specific transaction access, raw ADO.NET commands, UseTransaction, sharing one local transaction between contexts or context + ADO.NET.",L-077: PROVIDER SPECIFIC TRANSACTION FEATURES | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-076: LIBRARIES THAT NEED ADO.NET TRANSACTION | L-118: usetransaction | L-075: USETRANSACTION | L-074: EF CORE + ADO.NET COMMANDS | L-119: getdbtransaction | L-071: HELPFUL
S-136,IU-136,e82cbae5ca,10174.595,10184.506,919,482,CTXDB04,SaveChanges transaction lifecycle / flush / rollback scope,CTXDB04A,candidate-for-CTXDB04-transcript,no-boundary-review-only,yes,"Where transaction lives around SaveChanges, rollback after DB write, flush/send query before next phase, query visibility inside transaction.","L-092: of savechanges | L-089: what is flush | L-091: query | L-087: one savech, at least one | L-105: everything,savepoints | L-101: 4 dont want to rollback | L-088: another phase | L-114: why disable auto savepoints"
S-137,IU-137,422cb847c0,13503.988,10310.589,952,390,CTXDB04,SaveChanges transaction lifecycle / flush / rollback scope,CTXDB04B,candidate-for-CTXDB04-transcript,no-boundary-review-only,yes,"Where transaction lives around SaveChanges, rollback after DB write, flush/send query before next phase, query visibility inside transaction.","L-090: lives,rollback after write to db | L-086: where transaction | L-084: WHAT DO WE GET FROM GETDBTRANSACTION | L-118: usetransaction | L-119: getdbtransaction | L-073: DO WE NEED TO CAST? | L-120: same conection | L-072: PROVIDER SPEC TRANSACTION,"
S-138,IU-138,79beee5e39,3240.374,10321.997,963,358,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-108: short lived context | L-110: pattern | L-098: better maintainability,reasoning | L-099: short lived dbcontexts | L-095: traidoff, | L-096: cler/disposable | L-093: short lived dbcontext | L-106: separate context for bulk"
S-139,IU-139,ddf4f1f535,6838.868,10347.773,881,289,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-103: from clearing too | L-102: tracking after memory release | L-100: avoid extra cpu cost from | L-105: everything,savepoints | L-101: 4 dont want to rollback | L-079: release memory sooner | L-114: why disable auto savepoints | L-106: separate context for bulk"
S-140,IU-140,b501185d7e,22719.421,10397.542,932,406,CTXDB06,DbConnection / open connection / SetDbConnection / command timeout / provider helpers,CTXDB06A,candidate-for-CTXDB06-transcript,no-boundary-review-only,yes,"GetDbConnection, OpenConnection, EF-managed connection, Get/SetConnectionString, SetDbConnection, context ownership of connection disposal, command timeout, EnlistTransaction, provider checks, GenerateCreateScript.",L-104: get/set connectionstring | L-112: setdbconnection | L-116: (with dbcontextoptoins and | L-117: manual creation of context) | L-113: can control whether context owns the disposal of the | L-115: connection | L-082: openconnection | L-122: get/set commandtimeout
S-141,IU-141,bd359e5968,9078.195,10481.855,698,482,CTXDB03,SaveChanges value generation / batching / performance / ChangeTracker.Clear / short-lived DbContext,CTXDB03B,candidate-for-CTXDB03-transcript,no-boundary-review-only,yes,"Generated values after SaveChanges, DB/provider generated IDs, computed columns, triggers, multiple SaveChanges, batching, long transaction performance, ChangeTracker.Clear and short-lived DbContext patterns.","L-105: everything,savepoints | L-101: 4 dont want to rollback | L-114: why disable auto savepoints | L-088: another phase | L-092: of savechanges | L-085: 3 flush/send query before | L-089: what is flush | L-091: query"
