source_id,order_in_group,group_key,region,candidate_status,decision,meaning,image_use_id,fileId_short,x,y,width,height,nearest_labels_for_search_only
S-514,12,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-514,410db3d5df,9787.699,46392.971,565,464,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-515,13,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-515,064a1ad368,4682.458,46580.058,534,463,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-516,14,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-516,2ceec70ba6,10967.078,46610.971,536,400,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-517,15,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-517,a1b7bbb50b,6892.712,46624.067,382,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-518,16,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-518,22618c5d8b,8284.276,46626.66,327,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-519,17,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-519,dd54fb38a9,5864.169,46633.769,514,472,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-520,18,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-520,c85b8a0c7c,7845.142,46635.919,391,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-521,19,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-521,27be4eaafb,6452.326,46639.522,353,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-522,20,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-522,6a97b2c3f6,8790.43,46643.815,413,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-523,21,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-523,dc849d0bfb,7427.612,46650.734,317,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-524,22,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-524,38a80c8868,9273.08,46657.148,381,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-525,23,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-525,50c2040d0f,5311.124,46696.725,550,373,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-526,24,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-526,59c3bada86,9784.199,46897.638,492,348,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-527,25,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-527,c97e56b4c7,4687.625,47101.725,517,213,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-528,26,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-528,40bed35fff,7818.057,47145.178,416,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-529,27,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-529,1ab0020f75,8273.249,47147.48,395,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-530,28,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-530,5632bffbe4,6457.572,47155.885,362,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-531,29,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-531,7952ebff78,7401.841,47155.919,383,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-532,30,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-532,796c21f006,5920.346,47157.097,465,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-533,31,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-533,d36e67e421,8769.943,47163.815,418,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-534,32,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-534,7ad6555434,6895.429,47172.215,442,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-535,33,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-535,41a015d3af,9240.992,47172.703,516,482,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-536,34,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-536,bf8890fd14,5340.791,47182.058,474,419,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
S-537,35,R23-dense-lower-grid-needs-visual-split,R23,r23-dense-lower-grid-needs-visual-split-candidate-stage6a,candidate-not-final-stage6a-boundary-only,"Dense lower-grid cluster around offline/cache topic; too close/spread to finalize from labels alone, must be visually split before transcript.",IU-537,704b310795,9780.865,47257.471,552,375,L-074: OFFLINE FIRST CAN TRY TO GET DATA UNTIL IT NEED RETRIES RETRIES WILL BE QUEUED CAN TRY TO GET DATA FROM CACHE | L-065: REMOVEQUERIES RESETQUERIES
